outer_split_id,inner_split_id,datetime,source_fold,reason
split_001,split_001_inner_002,2023-04-25,train,inner_embargo
split_001,split_001_inner_002,2023-04-26,train,inner_embargo
split_001,split_001_inner_002,2023-04-27,train,inner_embargo
split_001,split_001_inner_002,2023-04-28,train,inner_embargo
split_001,split_001_inner_002,2023-05-04,train,inner_embargo
split_001,split_001_inner_002,2023-05-05,train,inner_embargo
split_001,split_001_inner_002,2023-05-08,train,inner_embargo
split_001,split_001_inner_002,2023-08-04,validation,inner_embargo
split_001,split_001_inner_002,2023-08-07,validation,inner_embargo
split_001,split_001_inner_002,2023-08-08,validation,inner_embargo
split_001,split_001_inner_002,2023-08-09,validation,inner_embargo
split_001,split_001_inner_002,2023-08-10,validation,inner_embargo
split_001,split_001_inner_002,2023-08-11,validation,inner_embargo
split_001,split_001_inner_002,2023-08-14,validation,inner_embargo
split_001,split_001_inner_002,2023-08-15,validation,inner_embargo
split_001,split_001_inner_002,2023-08-16,validation,inner_embargo
split_001,split_001_inner_002,2023-08-17,validation,inner_embargo
split_001,split_001_inner_002,2023-08-18,validation,inner_embargo
split_001,split_001_inner_002,2023-08-21,validation,inner_embargo
split_001,split_001_inner_002,2023-08-22,validation,inner_embargo
split_001,split_001_inner_002,2023-08-23,validation,inner_embargo
split_001,split_001_inner_002,2023-08-24,validation,inner_embargo
split_001,split_001_inner_002,2023-08-25,validation,inner_embargo
split_001,split_001_inner_002,2023-08-28,validation,inner_embargo
split_001,split_001_inner_002,2023-08-29,validation,inner_embargo
split_001,split_001_inner_002,2023-08-30,validation,inner_embargo
split_001,split_001_inner_002,2023-08-31,validation,inner_embargo
split_001,split_001_inner_003,2023-11-07,train,inner_embargo
split_001,split_001_inner_003,2023-11-08,train,inner_embargo
split_001,split_001_inner_003,2023-11-09,train,inner_embargo
split_001,split_001_inner_003,2023-11-10,train,inner_embargo
split_001,split_001_inner_003,2023-11-13,train,inner_embargo
split_001,split_001_inner_003,2023-11-14,train,inner_embargo
split_001,split_001_inner_003,2023-11-15,train,inner_embargo
split_001,split_001_inner_003,2023-11-16,train,inner_embargo
split_001,split_001_inner_003,2023-11-17,train,inner_embargo
split_001,split_001_inner_003,2023-11-20,train,inner_embargo
split_001,split_001_inner_003,2023-11-21,train,inner_embargo
split_001,split_001_inner_003,2023-11-22,train,inner_embargo
split_001,split_001_inner_003,2023-11-23,train,inner_embargo
split_001,split_001_inner_003,2023-11-24,train,inner_embargo
split_001,split_001_inner_003,2023-11-27,train,inner_embargo
split_001,split_001_inner_003,2023-11-28,train,inner_embargo
split_001,split_001_inner_003,2023-11-29,train,inner_embargo
split_001,split_001_inner_003,2023-11-30,train,inner_embargo
split_001,split_001_inner_003,2023-12-01,train,inner_embargo
split_001,split_001_inner_003,2023-12-04,train,inner_embargo
split_001,split_001_inner_003,2024-05-07,validation,inner_embargo
split_001,split_001_inner_003,2024-05-08,validation,inner_embargo
split_001,split_001_inner_003,2024-05-09,validation,inner_embargo
split_001,split_001_inner_003,2024-05-10,validation,inner_embargo
split_001,split_001_inner_003,2024-05-13,validation,inner_embargo
split_001,split_001_inner_003,2024-05-14,validation,inner_embargo
split_001,split_001_inner_003,2024-05-15,validation,inner_embargo
split_001,split_001_inner_003,2024-05-16,validation,inner_embargo
split_001,split_001_inner_003,2024-05-17,validation,inner_embargo
split_001,split_001_inner_003,2024-05-20,validation,inner_embargo
split_001,split_001_inner_003,2024-05-21,validation,inner_embargo
split_001,split_001_inner_003,2024-05-22,validation,inner_embargo
split_001,split_001_inner_003,2024-05-23,validation,inner_embargo
split_001,split_001_inner_003,2024-05-24,validation,inner_embargo
split_001,split_001_inner_003,2024-05-27,validation,inner_embargo
split_001,split_001_inner_003,2024-05-28,validation,inner_embargo
split_001,split_001_inner_003,2024-05-29,validation,inner_embargo
split_001,split_001_inner_003,2024-05-30,validation,inner_embargo
split_001,split_001_inner_003,2024-05-31,validation,inner_embargo
split_001,split_001_inner_003,2024-06-03,validation,inner_embargo
split_002,split_002_inner_001,2023-01-16,train,inner_embargo
split_002,split_002_inner_001,2023-01-17,train,inner_embargo
split_002,split_002_inner_001,2023-01-18,train,inner_embargo
split_002,split_002_inner_001,2023-01-19,train,inner_embargo
split_002,split_002_inner_001,2023-01-20,train,inner_embargo
split_002,split_002_inner_001,2023-01-30,train,inner_embargo
split_002,split_002_inner_001,2023-01-31,train,inner_embargo
split_002,split_002_inner_001,2023-02-01,train,inner_embargo
split_002,split_002_inner_001,2023-02-02,train,inner_embargo
split_002,split_002_inner_001,2023-02-03,train,inner_embargo
split_002,split_002_inner_001,2023-02-06,train,inner_embargo
split_002,split_002_inner_001,2023-02-07,train,inner_embargo
split_002,split_002_inner_001,2023-02-08,train,inner_embargo
split_002,split_002_inner_001,2023-02-09,train,inner_embargo
split_002,split_002_inner_001,2023-02-10,train,inner_embargo
split_002,split_002_inner_001,2023-02-13,train,inner_embargo
split_002,split_002_inner_001,2023-02-14,train,inner_embargo
split_002,split_002_inner_001,2023-02-15,train,inner_embargo
split_002,split_002_inner_001,2023-02-16,train,inner_embargo
split_002,split_002_inner_001,2023-02-17,train,inner_embargo
split_002,split_002_inner_001,2023-05-22,validation,inner_embargo
split_002,split_002_inner_001,2023-05-23,validation,inner_embargo
split_002,split_002_inner_001,2023-05-24,validation,inner_embargo
split_002,split_002_inner_001,2023-05-25,validation,inner_embargo
split_002,split_002_inner_001,2023-05-26,validation,inner_embargo
split_002,split_002_inner_001,2023-05-29,validation,inner_embargo
split_002,split_002_inner_001,2023-05-30,validation,inner_embargo
split_002,split_002_inner_001,2023-05-31,validation,inner_embargo
split_002,split_002_inner_001,2023-06-01,validation,inner_embargo
split_002,split_002_inner_001,2023-06-02,validation,inner_embargo
split_002,split_002_inner_001,2023-06-05,validation,inner_embargo
split_002,split_002_inner_001,2023-06-06,validation,inner_embargo
split_002,split_002_inner_001,2023-06-07,validation,inner_embargo
split_002,split_002_inner_001,2023-06-08,validation,inner_embargo
split_002,split_002_inner_001,2023-06-09,validation,inner_embargo
split_002,split_002_inner_001,2023-06-12,validation,inner_embargo
split_002,split_002_inner_001,2023-06-13,validation,inner_embargo
split_002,split_002_inner_001,2023-06-14,validation,inner_embargo
split_002,split_002_inner_001,2023-06-15,validation,inner_embargo
split_002,split_002_inner_001,2023-06-16,validation,inner_embargo
split_002,split_002_inner_002,2023-08-30,train,inner_embargo
split_002,split_002_inner_002,2023-08-31,train,inner_embargo
split_002,split_002_inner_002,2023-09-01,train,inner_embargo
split_002,split_002_inner_002,2023-09-04,train,inner_embargo
split_002,split_002_inner_002,2023-09-05,train,inner_embargo
split_002,split_002_inner_002,2023-09-06,train,inner_embargo
split_002,split_002_inner_002,2023-09-07,train,inner_embargo
split_002,split_002_inner_002,2023-09-08,train,inner_embargo
split_002,split_002_inner_002,2023-09-11,train,inner_embargo
split_002,split_002_inner_002,2023-09-12,train,inner_embargo
split_002,split_002_inner_002,2023-09-13,train,inner_embargo
split_002,split_002_inner_002,2023-09-14,train,inner_embargo
split_002,split_002_inner_002,2023-09-15,train,inner_embargo
split_002,split_002_inner_002,2023-09-18,train,inner_embargo
split_002,split_002_inner_002,2023-09-19,train,inner_embargo
split_002,split_002_inner_002,2023-09-20,train,inner_embargo
split_002,split_002_inner_002,2023-09-21,train,inner_embargo
split_002,split_002_inner_002,2023-09-22,train,inner_embargo
split_002,split_002_inner_002,2023-09-25,train,inner_embargo
split_002,split_002_inner_002,2023-09-26,train,inner_embargo
split_002,split_002_inner_002,2023-12-29,validation,inner_embargo
split_002,split_002_inner_002,2024-01-02,validation,inner_embargo
split_002,split_002_inner_002,2024-01-03,validation,inner_embargo
split_002,split_002_inner_002,2024-01-04,validation,inner_embargo
split_002,split_002_inner_002,2024-01-05,validation,inner_embargo
split_002,split_002_inner_002,2024-01-08,validation,inner_embargo
split_002,split_002_inner_002,2024-01-09,validation,inner_embargo
split_002,split_002_inner_002,2024-01-10,validation,inner_embargo
split_002,split_002_inner_002,2024-01-11,validation,inner_embargo
split_002,split_002_inner_002,2024-01-12,validation,inner_embargo
split_002,split_002_inner_002,2024-01-15,validation,inner_embargo
split_002,split_002_inner_002,2024-01-16,validation,inner_embargo
split_002,split_002_inner_002,2024-01-17,validation,inner_embargo
split_002,split_002_inner_002,2024-01-18,validation,inner_embargo
split_002,split_002_inner_002,2024-01-19,validation,inner_embargo
split_002,split_002_inner_002,2024-01-22,validation,inner_embargo
split_002,split_002_inner_002,2024-01-23,validation,inner_embargo
split_002,split_002_inner_002,2024-01-24,validation,inner_embargo
split_002,split_002_inner_002,2024-01-25,validation,inner_embargo
split_002,split_002_inner_002,2024-01-26,validation,inner_embargo
split_002,split_002_inner_003,2024-05-09,train,inner_embargo
split_002,split_002_inner_003,2024-05-10,train,inner_embargo
split_002,split_002_inner_003,2024-05-13,train,inner_embargo
split_002,split_002_inner_003,2024-05-14,train,inner_embargo
split_002,split_002_inner_003,2024-05-15,train,inner_embargo
split_002,split_002_inner_003,2024-05-16,train,inner_embargo
split_002,split_002_inner_003,2024-05-17,train,inner_embargo
split_002,split_002_inner_003,2024-05-20,train,inner_embargo
split_002,split_002_inner_003,2024-05-21,train,inner_embargo
split_002,split_002_inner_003,2024-05-22,train,inner_embargo
split_002,split_002_inner_003,2024-05-23,train,inner_embargo
split_002,split_002_inner_003,2024-05-24,train,inner_embargo
split_002,split_002_inner_003,2024-05-27,train,inner_embargo
split_002,split_002_inner_003,2024-05-28,train,inner_embargo
split_002,split_002_inner_003,2024-05-29,train,inner_embargo
split_002,split_002_inner_003,2024-05-30,train,inner_embargo
split_002,split_002_inner_003,2024-05-31,train,inner_embargo
split_002,split_002_inner_003,2024-06-03,train,inner_embargo
split_002,split_002_inner_003,2024-06-04,train,inner_embargo
split_002,split_002_inner_003,2024-06-05,train,inner_embargo
split_002,split_002_inner_003,2024-11-01,validation,inner_embargo
split_002,split_002_inner_003,2024-11-04,validation,inner_embargo
split_002,split_002_inner_003,2024-11-05,validation,inner_embargo
split_002,split_002_inner_003,2024-11-06,validation,inner_embargo
split_002,split_002_inner_003,2024-11-07,validation,inner_embargo
split_002,split_002_inner_003,2024-11-08,validation,inner_embargo
split_002,split_002_inner_003,2024-11-11,validation,inner_embargo
split_002,split_002_inner_003,2024-11-12,validation,inner_embargo
split_002,split_002_inner_003,2024-11-13,validation,inner_embargo
split_002,split_002_inner_003,2024-11-14,validation,inner_embargo
split_002,split_002_inner_003,2024-11-15,validation,inner_embargo
split_002,split_002_inner_003,2024-11-18,validation,inner_embargo
split_002,split_002_inner_003,2024-11-19,validation,inner_embargo
split_002,split_002_inner_003,2024-11-20,validation,inner_embargo
split_002,split_002_inner_003,2024-11-21,validation,inner_embargo
split_002,split_002_inner_003,2024-11-22,validation,inner_embargo
split_002,split_002_inner_003,2024-11-25,validation,inner_embargo
split_002,split_002_inner_003,2024-11-26,validation,inner_embargo
split_002,split_002_inner_003,2024-11-27,validation,inner_embargo
split_002,split_002_inner_003,2024-11-28,validation,inner_embargo
split_003,split_003_inner_001,2023-05-22,train,inner_embargo
split_003,split_003_inner_001,2023-05-23,train,inner_embargo
split_003,split_003_inner_001,2023-05-24,train,inner_embargo
split_003,split_003_inner_001,2023-05-25,train,inner_embargo
split_003,split_003_inner_001,2023-05-26,train,inner_embargo
split_003,split_003_inner_001,2023-05-29,train,inner_embargo
split_003,split_003_inner_001,2023-05-30,train,inner_embargo
split_003,split_003_inner_001,2023-05-31,train,inner_embargo
split_003,split_003_inner_001,2023-06-01,train,inner_embargo
split_003,split_003_inner_001,2023-06-02,train,inner_embargo
split_003,split_003_inner_001,2023-06-05,train,inner_embargo
split_003,split_003_inner_001,2023-06-06,train,inner_embargo
split_003,split_003_inner_001,2023-06-07,train,inner_embargo
split_003,split_003_inner_001,2023-06-08,train,inner_embargo
split_003,split_003_inner_001,2023-06-09,train,inner_embargo
split_003,split_003_inner_001,2023-06-12,train,inner_embargo
split_003,split_003_inner_001,2023-06-13,train,inner_embargo
split_003,split_003_inner_001,2023-06-14,train,inner_embargo
split_003,split_003_inner_001,2023-06-15,train,inner_embargo
split_003,split_003_inner_001,2023-06-16,train,inner_embargo
split_003,split_003_inner_001,2023-09-14,validation,inner_embargo
split_003,split_003_inner_001,2023-09-15,validation,inner_embargo
split_003,split_003_inner_001,2023-09-18,validation,inner_embargo
split_003,split_003_inner_001,2023-09-19,validation,inner_embargo
split_003,split_003_inner_001,2023-09-20,validation,inner_embargo
split_003,split_003_inner_001,2023-09-21,validation,inner_embargo
split_003,split_003_inner_001,2023-09-22,validation,inner_embargo
split_003,split_003_inner_001,2023-09-25,validation,inner_embargo
split_003,split_003_inner_001,2023-09-26,validation,inner_embargo
split_003,split_003_inner_001,2023-09-27,validation,inner_embargo
split_003,split_003_inner_001,2023-09-28,validation,inner_embargo
split_003,split_003_inner_001,2023-10-09,validation,inner_embargo
split_003,split_003_inner_001,2023-10-10,validation,inner_embargo
split_003,split_003_inner_001,2023-10-11,validation,inner_embargo
split_003,split_003_inner_001,2023-10-12,validation,inner_embargo
split_003,split_003_inner_001,2023-10-13,validation,inner_embargo
split_003,split_003_inner_001,2023-10-16,validation,inner_embargo
split_003,split_003_inner_001,2023-10-17,validation,inner_embargo
split_003,split_003_inner_001,2023-10-18,validation,inner_embargo
split_003,split_003_inner_001,2023-10-19,validation,inner_embargo
split_003,split_003_inner_002,2024-01-29,train,inner_embargo
split_003,split_003_inner_002,2024-01-30,train,inner_embargo
split_003,split_003_inner_002,2024-01-31,train,inner_embargo
split_003,split_003_inner_002,2024-02-01,train,inner_embargo
split_003,split_003_inner_002,2024-02-02,train,inner_embargo
split_003,split_003_inner_002,2024-02-05,train,inner_embargo
split_003,split_003_inner_002,2024-02-06,train,inner_embargo
split_003,split_003_inner_002,2024-02-07,train,inner_embargo
split_003,split_003_inner_002,2024-02-08,train,inner_embargo
split_003,split_003_inner_002,2024-02-19,train,inner_embargo
split_003,split_003_inner_002,2024-02-20,train,inner_embargo
split_003,split_003_inner_002,2024-02-21,train,inner_embargo
split_003,split_003_inner_002,2024-02-22,train,inner_embargo
split_003,split_003_inner_002,2024-02-23,train,inner_embargo
split_003,split_003_inner_002,2024-02-26,train,inner_embargo
split_003,split_003_inner_002,2024-02-27,train,inner_embargo
split_003,split_003_inner_002,2024-02-28,train,inner_embargo
split_003,split_003_inner_002,2024-02-29,train,inner_embargo
split_003,split_003_inner_002,2024-03-01,train,inner_embargo
split_003,split_003_inner_002,2024-03-04,train,inner_embargo
split_003,split_003_inner_002,2024-06-05,validation,inner_embargo
split_003,split_003_inner_002,2024-06-06,validation,inner_embargo
split_003,split_003_inner_002,2024-06-07,validation,inner_embargo
split_003,split_003_inner_002,2024-06-11,validation,inner_embargo
split_003,split_003_inner_002,2024-06-12,validation,inner_embargo
split_003,split_003_inner_002,2024-06-13,validation,inner_embargo
split_003,split_003_inner_002,2024-06-14,validation,inner_embargo
split_003,split_003_inner_002,2024-06-17,validation,inner_embargo
split_003,split_003_inner_002,2024-06-18,validation,inner_embargo
split_003,split_003_inner_002,2024-06-19,validation,inner_embargo
split_003,split_003_inner_002,2024-06-20,validation,inner_embargo
split_003,split_003_inner_002,2024-06-21,validation,inner_embargo
split_003,split_003_inner_002,2024-06-24,validation,inner_embargo
split_003,split_003_inner_002,2024-06-25,validation,inner_embargo
split_003,split_003_inner_002,2024-06-26,validation,inner_embargo
split_003,split_003_inner_002,2024-06-27,validation,inner_embargo
split_003,split_003_inner_002,2024-06-28,validation,inner_embargo
split_003,split_003_inner_002,2024-07-01,validation,inner_embargo
split_003,split_003_inner_002,2024-07-02,validation,inner_embargo
split_003,split_003_inner_002,2024-07-03,validation,inner_embargo
split_003,split_003_inner_003,2024-11-05,train,inner_embargo
split_003,split_003_inner_003,2024-11-06,train,inner_embargo
split_003,split_003_inner_003,2024-11-07,train,inner_embargo
split_003,split_003_inner_003,2024-11-08,train,inner_embargo
split_003,split_003_inner_003,2024-11-11,train,inner_embargo
split_003,split_003_inner_003,2024-11-12,train,inner_embargo
split_003,split_003_inner_003,2024-11-13,train,inner_embargo
split_003,split_003_inner_003,2024-11-14,train,inner_embargo
split_003,split_003_inner_003,2024-11-15,train,inner_embargo
split_003,split_003_inner_003,2024-11-18,train,inner_embargo
split_003,split_003_inner_003,2024-11-19,train,inner_embargo
split_003,split_003_inner_003,2024-11-20,train,inner_embargo
split_003,split_003_inner_003,2024-11-21,train,inner_embargo
split_003,split_003_inner_003,2024-11-22,train,inner_embargo
split_003,split_003_inner_003,2024-11-25,train,inner_embargo
split_003,split_003_inner_003,2024-11-26,train,inner_embargo
split_003,split_003_inner_003,2024-11-27,train,inner_embargo
split_003,split_003_inner_003,2024-11-28,train,inner_embargo
split_003,split_003_inner_003,2025-02-05,train,inner_embargo
split_003,split_003_inner_003,2025-02-06,train,inner_embargo
split_003,split_003_inner_003,2025-05-09,validation,inner_embargo
split_003,split_003_inner_003,2025-05-12,validation,inner_embargo
split_003,split_003_inner_003,2025-05-13,validation,inner_embargo
split_003,split_003_inner_003,2025-05-14,validation,inner_embargo
split_003,split_003_inner_003,2025-05-15,validation,inner_embargo
split_003,split_003_inner_003,2025-05-16,validation,inner_embargo
split_003,split_003_inner_003,2025-05-19,validation,inner_embargo
split_003,split_003_inner_003,2025-05-20,validation,inner_embargo
split_003,split_003_inner_003,2025-05-21,validation,inner_embargo
split_003,split_003_inner_003,2025-05-22,validation,inner_embargo
split_003,split_003_inner_003,2025-05-23,validation,inner_embargo
split_003,split_003_inner_003,2025-05-26,validation,inner_embargo
split_003,split_003_inner_003,2025-05-27,validation,inner_embargo
split_003,split_003_inner_003,2025-05-28,validation,inner_embargo
split_003,split_003_inner_003,2025-05-29,validation,inner_embargo
split_003,split_003_inner_003,2025-05-30,validation,inner_embargo
split_003,split_003_inner_003,2025-06-03,validation,inner_embargo
split_003,split_003_inner_003,2025-06-04,validation,inner_embargo
split_003,split_003_inner_003,2025-06-05,validation,inner_embargo
split_003,split_003_inner_003,2025-06-06,validation,inner_embargo
