pool_name,factor,source_family,source_project,category,screening_gate,promotion_decision,promotion_reason,upstream_role,judgement_role,research_included,downstream_default_included,judgement_label,judgement_reason,source_policy,expected_direction,consensus_direction,consensus_direction_sign,direction_agreement_count,direction_observation_count,direction_agreement_ratio,primary_mean_ic,max_abs_mean_ic,max_abs_qlib_ir,max_abs_ann_alpha,coverage,missing_rate,valid_rows,total_rows,metric_value_count,alphalens_status,jqfactor_status,qlib_status,alphalens_mean_ic_10d,alphalens_mean_ic_20d,jqfactor_mean_ic_10d,jqfactor_mean_ic_20d,qlib_information_ratio_10d,qlib_information_ratio_20d,alphalens_ann_alpha_10d,alphalens_ann_alpha_20d,judgement_issue_tags,license,compute_adapter,frame_diagnostic_selected,portfolio_smoke_selected,horizon_pair_count,horizon_consistent_count,horizon_consistency_ratio,frame_status,valid_rows_frame,total_rows_frame,coverage_frame,missing_rate_frame,strongest_corr_factor,strongest_corr,strongest_abs_corr,mean_spearman_liquidity_value,liquidity_value_date_count,mean_spearman_liquidity_bucket,liquidity_bucket_date_count,mean_spearman_tradability_score,tradability_score_date_count,high_liquidity_z_mean,low_liquidity_z_mean,high_minus_low_liquidity_z,max_abs_tradability_exposure,high_redundancy_watch,high_tradability_exposure_watch,horizon_unstable_watch,diagnostic_label
multi_source_judgement_v1,alpha360_CLOSE12,alpha360,qlib_alpha360,alpha360_close_window,strict_screening_input,promoted,required_pass_allowed_partials_only,monitor,new_source_alpha_probe,True,False,consistent_signal_probe,passes_consistent_ic_qlib_ir_direction_rules,new_source_research_probe_rules,watch,positive,1,6,6,1.0,0.0261200473748644,0.035957777578074,3.924944267343378,0.0309538010853835,0.993434462875998,0.0065655371240019,88214.0,88797.0,18.0,pass,partial_pass,pass,0.035957777578074,0.0261200473748644,0.035957777578074,0.0261200473748644,3.924944267343378,3.621635690244832,0.0300821080262387,0.0309538010853835,,MIT,qlib_expression_adapter_pending,False,False,3,3,1.0,,,,,,,,,,,,,,,,,,,False,False,False,metric_only_probe
multi_source_judgement_v1,alpha360_CLOSE13,alpha360,qlib_alpha360,alpha360_close_window,strict_screening_input,promoted,required_pass_allowed_partials_only,monitor,new_source_alpha_probe,True,False,consistent_signal_probe,passes_consistent_ic_qlib_ir_direction_rules,new_source_research_probe_rules,watch,positive,1,6,6,1.0,0.0316499098283262,0.0375199341384782,4.550898633269331,0.0396407325430103,0.9934119395925538,0.0065880604074461,88212.0,88797.0,18.0,pass,partial_pass,pass,0.0375199341384782,0.0316499098283262,0.0375199341384782,0.0316499098283262,4.005186131245573,4.550898633269331,0.0309971645787427,0.0396407325430103,,MIT,qlib_expression_adapter_pending,False,False,3,3,1.0,,,,,,,,,,,,,,,,,,,False,False,False,metric_only_probe
multi_source_judgement_v1,alpha360_CLOSE14,alpha360,qlib_alpha360,alpha360_close_window,strict_screening_input,promoted,required_pass_allowed_partials_only,monitor,new_source_alpha_probe,True,False,consistent_signal_probe,passes_consistent_ic_qlib_ir_direction_rules,new_source_research_probe_rules,watch,positive,1,6,6,1.0,0.0348716825780841,0.0377665688221532,5.33672146986324,0.0456942146366063,0.9934119395925538,0.0065880604074461,88212.0,88797.0,18.0,pass,partial_pass,pass,0.0377665688221532,0.0348716825780841,0.0377665688221532,0.0348716825780841,4.04181558323486,5.33672146986324,0.0282473880452405,0.0456942146366063,,MIT,qlib_expression_adapter_pending,False,False,3,3,1.0,,,,,,,,,,,,,,,,,,,False,False,False,metric_only_probe
multi_source_judgement_v1,alpha360_CLOSE15,alpha360,qlib_alpha360,alpha360_close_window,strict_screening_input,promoted,required_pass_allowed_partials_only,monitor,new_source_alpha_probe,True,False,consistent_signal_probe,passes_consistent_ic_qlib_ir_direction_rules,new_source_research_probe_rules,watch,positive,1,6,6,1.0,0.0369729223075725,0.0369729223075725,5.884219894994055,0.0534534475275121,0.9933556313839432,0.0066443686160568,88207.0,88797.0,18.0,pass,partial_pass,pass,0.0365964519705623,0.0369729223075725,0.0365964519705623,0.0369729223075725,3.875231583974367,5.884219894994055,0.0271399259125479,0.0534534475275121,,MIT,qlib_expression_adapter_pending,False,False,3,3,1.0,,,,,,,,,,,,,,,,,,,False,False,False,metric_only_probe
multi_source_judgement_v1,alpha360_CLOSE16,alpha360,qlib_alpha360,alpha360_close_window,strict_screening_input,promoted,required_pass_allowed_partials_only,monitor,new_source_alpha_probe,True,False,consistent_signal_probe,passes_consistent_ic_qlib_ir_direction_rules,new_source_research_probe_rules,watch,positive,1,6,6,1.0,0.0378805586372988,0.0378805586372988,6.311826102395685,0.056703514772799,0.9933218464587767,0.0066781535412232,88204.0,88797.0,18.0,pass,partial_pass,pass,0.0358392670513276,0.0378805586372988,0.0358392670513276,0.0378805586372988,3.728184913697712,6.311826102395685,0.0286940677202351,0.056703514772799,,MIT,qlib_expression_adapter_pending,False,False,3,3,1.0,,,,,,,,,,,,,,,,,,,False,False,False,metric_only_probe
multi_source_judgement_v1,alpha360_CLOSE17,alpha360,qlib_alpha360,alpha360_close_window,strict_screening_input,promoted,required_pass_allowed_partials_only,monitor,new_source_alpha_probe,True,False,consistent_signal_probe,passes_consistent_ic_qlib_ir_direction_rules,new_source_research_probe_rules,watch,positive,1,6,6,1.0,0.0387558591480295,0.0387558591480295,6.475970012410418,0.0603045141227849,0.9933105848170546,0.0066894151829454,88203.0,88797.0,18.0,pass,partial_pass,pass,0.0351252087801079,0.0387558591480295,0.0351252087801079,0.0387558591480295,3.586257602047218,6.475970012410418,0.027316666415452,0.0603045141227849,,MIT,qlib_expression_adapter_pending,False,False,3,3,1.0,,,,,,,,,,,,,,,,,,,False,False,False,metric_only_probe
multi_source_judgement_v1,alpha360_CLOSE18,alpha360,qlib_alpha360,alpha360_close_window,strict_screening_input,promoted,required_pass_allowed_partials_only,monitor,new_source_alpha_probe,True,False,consistent_signal_probe,passes_consistent_ic_qlib_ir_direction_rules,new_source_research_probe_rules,watch,positive,1,6,6,1.0,0.0419252773857952,0.0419252773857952,6.910083684499752,0.0675854549646004,0.9932993231753324,0.0067006768246674,88202.0,88797.0,18.0,pass,partial_pass,pass,0.0368466532562892,0.0419252773857952,0.0368466532562892,0.0419252773857952,3.7357417930349848,6.910083684499752,0.0353526136602115,0.0675854549646004,,MIT,qlib_expression_adapter_pending,False,False,3,3,1.0,,,,,,,,,,,,,,,,,,,False,False,False,metric_only_probe
multi_source_judgement_v1,alpha360_CLOSE19,alpha360,qlib_alpha360,alpha360_close_window,strict_screening_input,promoted,required_pass_allowed_partials_only,monitor,new_source_alpha_probe,True,False,consistent_signal_probe,passes_consistent_ic_qlib_ir_direction_rules,new_source_research_probe_rules,watch,positive,1,6,6,1.0,0.0439399751282538,0.0439399751282538,6.853799769569243,0.0719362981010032,0.9932880615336104,0.0067119384663896,88201.0,88797.0,18.0,pass,partial_pass,pass,0.0401256026686722,0.0439399751282538,0.0401256026686722,0.0439399751282538,4.004491052917748,6.853799769569243,0.0470301058330244,0.0719362981010032,,MIT,qlib_expression_adapter_pending,False,False,3,3,1.0,,,,,,,,,,,,,,,,,,,False,False,False,metric_only_probe
multi_source_judgement_v1,alpha360_CLOSE20,alpha360,qlib_alpha360,alpha360_close_window,strict_screening_input,promoted,required_pass_allowed_partials_only,monitor,new_source_alpha_probe,True,False,consistent_signal_probe,passes_consistent_ic_qlib_ir_direction_rules,new_source_research_probe_rules,watch,positive,1,6,6,1.0,0.045219174386259,0.045219174386259,6.650176367531573,0.0770308343341903,0.9932767998918882,0.0067232001081117,88200.0,88797.0,18.0,pass,partial_pass,pass,0.0430313104106858,0.045219174386259,0.0430313104106858,0.045219174386259,4.245910435719156,6.650176367531573,0.0529051257989339,0.0770308343341903,,MIT,qlib_expression_adapter_pending,False,False,3,3,1.0,,,,,,,,,,,,,,,,,,,False,False,False,metric_only_probe
multi_source_judgement_v1,alpha360_CLOSE21,alpha360,qlib_alpha360,alpha360_close_window,strict_screening_input,promoted,required_pass_allowed_partials_only,monitor,new_source_alpha_probe,True,False,consistent_signal_probe,passes_consistent_ic_qlib_ir_direction_rules,new_source_research_probe_rules,watch,positive,1,6,6,1.0,0.046007191218605,0.0460071912186051,6.513299103204529,0.0809523190620618,0.993265538250166,0.0067344617498339,88199.0,88797.0,18.0,pass,partial_pass,pass,0.0443628358164198,0.046007191218605,0.0443628358164197,0.0460071912186051,4.291637901711766,6.513299103204529,0.055660016152782,0.0809523190620618,,MIT,qlib_expression_adapter_pending,False,False,3,3,1.0,,,,,,,,,,,,,,,,,,,False,False,False,metric_only_probe
multi_source_judgement_v1,alpha360_CLOSE22,alpha360,qlib_alpha360,alpha360_close_window,strict_screening_input,promoted,required_pass_allowed_partials_only,monitor,new_source_alpha_probe,True,False,consistent_signal_probe,passes_consistent_ic_qlib_ir_direction_rules,new_source_research_probe_rules,watch,positive,1,6,6,1.0,0.0476623166848928,0.0476623166848928,6.515851779695437,0.0804403046734107,0.9932430149667218,0.0067569850332781,88197.0,88797.0,18.0,pass,partial_pass,pass,0.0461966660810039,0.0476623166848928,0.0461966660810039,0.0476623166848928,4.553216376869721,6.515851779695437,0.0560008357700059,0.0804403046734107,,MIT,qlib_expression_adapter_pending,False,False,3,3,1.0,,,,,,,,,,,,,,,,,,,False,False,False,metric_only_probe
multi_source_judgement_v1,alpha360_CLOSE23,alpha360,qlib_alpha360,alpha360_close_window,strict_screening_input,promoted,required_pass_allowed_partials_only,monitor,new_source_alpha_probe,True,False,strong_signal_probe,passes_strong_ic_qlib_ir_direction_rules,new_source_research_probe_rules,watch,positive,1,6,6,1.0,0.0502533721079795,0.0502533721079795,6.751735709091184,0.0833586188172952,0.9932204916832776,0.0067795083167223,88195.0,88797.0,18.0,pass,partial_pass,pass,0.0499423664614475,0.0502533721079795,0.0499423664614474,0.0502533721079795,5.011728940913546,6.751735709091184,0.0655671909891923,0.0833586188172952,,MIT,qlib_expression_adapter_pending,False,False,3,3,1.0,,,,,,,,,,,,,,,,,,,False,False,False,metric_only_probe
multi_source_judgement_v1,alpha360_CLOSE24,alpha360,qlib_alpha360,alpha360_close_window,strict_screening_input,promoted,required_pass_allowed_partials_only,monitor,new_source_alpha_probe,True,False,strong_signal_probe,passes_strong_ic_qlib_ir_direction_rules,new_source_research_probe_rules,watch,positive,1,6,6,1.0,0.0524351719274759,0.0532028757198086,6.90531304185663,0.0883646746729136,0.9931979683998332,0.0068020316001666,88193.0,88797.0,18.0,pass,partial_pass,pass,0.0532028757198086,0.0524351719274759,0.0532028757198086,0.0524351719274759,5.384759368381986,6.90531304185663,0.0767203945607157,0.0883646746729136,,MIT,qlib_expression_adapter_pending,False,False,3,3,1.0,,,,,,,,,,,,,,,,,,,False,False,False,metric_only_probe
multi_source_judgement_v1,alpha360_CLOSE25,alpha360,qlib_alpha360,alpha360_close_window,strict_screening_input,promoted,required_pass_allowed_partials_only,monitor,new_source_alpha_probe,True,False,strong_signal_probe,passes_strong_ic_qlib_ir_direction_rules,new_source_research_probe_rules,watch,positive,1,6,6,1.0,0.0549060410313084,0.0573273104082466,7.135734767804163,0.094104906261164,0.9931754451163892,0.0068245548836108,88191.0,88797.0,18.0,pass,partial_pass,pass,0.0573273104082466,0.0549060410313084,0.0573273104082466,0.0549060410313084,5.9215033610872885,7.135734767804163,0.0880134018763156,0.094104906261164,,MIT,qlib_expression_adapter_pending,False,False,3,3,1.0,,,,,,,,,,,,,,,,,,,False,False,False,metric_only_probe
multi_source_judgement_v1,alpha360_CLOSE26,alpha360,qlib_alpha360,alpha360_close_window,strict_screening_input,promoted,required_pass_allowed_partials_only,monitor,new_source_alpha_probe,True,False,strong_signal_probe,passes_strong_ic_qlib_ir_direction_rules,new_source_research_probe_rules,watch,positive,1,6,6,1.0,0.0574259404003599,0.0607495877636747,7.292312161283712,0.1003091301015925,0.9931529218329448,0.0068470781670552,88189.0,88797.0,18.0,pass,partial_pass,pass,0.0607495877636747,0.0574259404003599,0.0607495877636747,0.0574259404003599,6.325564575601692,7.292312161283712,0.0918270265437046,0.1003091301015925,,MIT,qlib_expression_adapter_pending,False,False,3,3,1.0,,,,,,,,,,,,,,,,,,,False,False,False,metric_only_probe
multi_source_judgement_v1,alpha360_CLOSE27,alpha360,qlib_alpha360,alpha360_close_window,strict_screening_input,promoted,required_pass_allowed_partials_only,monitor,new_source_alpha_probe,True,False,strong_signal_probe,passes_strong_ic_qlib_ir_direction_rules,new_source_research_probe_rules,watch,positive,1,6,6,1.0,0.0608093173889721,0.0644296614650303,7.671076078536274,0.111199615232314,0.9931416601912226,0.0068583398087773,88188.0,88797.0,18.0,pass,partial_pass,pass,0.0644296614650303,0.0608093173889721,0.0644296614650303,0.0608093173889721,6.768228949426656,7.671076078536274,0.0996087696482015,0.111199615232314,,MIT,qlib_expression_adapter_pending,False,False,3,3,1.0,,,,,,,,,,,,,,,,,,,False,False,False,metric_only_probe
multi_source_judgement_v1,alpha360_CLOSE28,alpha360,qlib_alpha360,alpha360_close_window,strict_screening_input,promoted,required_pass_allowed_partials_only,monitor,new_source_alpha_probe,True,False,strong_signal_probe,passes_strong_ic_qlib_ir_direction_rules,new_source_research_probe_rules,watch,positive,1,6,6,1.0,0.063348981964445,0.0662469901628437,7.834733465289365,0.1192107123225949,0.9931303985495006,0.0068696014504994,88187.0,88797.0,18.0,pass,partial_pass,pass,0.0662469901628437,0.063348981964445,0.0662469901628437,0.0633489819644451,6.829295434937833,7.834733465289365,0.1006993843969448,0.1192107123225949,,MIT,qlib_expression_adapter_pending,False,False,3,3,1.0,,,,,,,,,,,,,,,,,,,False,False,False,metric_only_probe
multi_source_judgement_v1,alpha360_CLOSE29,alpha360,qlib_alpha360,alpha360_close_window,strict_screening_input,promoted,required_pass_allowed_partials_only,monitor,new_source_alpha_probe,True,False,strong_signal_probe,passes_strong_ic_qlib_ir_direction_rules,new_source_research_probe_rules,watch,positive,1,6,6,1.0,0.0659227748965309,0.067046391962765,8.12652253614634,0.1273551161100754,0.993096613624334,0.0069033863756658,88184.0,88797.0,18.0,pass,partial_pass,pass,0.067046391962765,0.0659227748965309,0.067046391962765,0.0659227748965309,6.8352469347933305,8.12652253614634,0.0999500648967637,0.1273551161100754,,MIT,qlib_expression_adapter_pending,False,False,3,3,1.0,,,,,,,,,,,,,,,,,,,False,False,False,metric_only_probe
multi_source_judgement_v1,alpha360_CLOSE30,alpha360,qlib_alpha360,alpha360_close_window,strict_screening_input,promoted,required_pass_allowed_partials_only,monitor,new_source_alpha_probe,True,False,strong_signal_probe,passes_strong_ic_qlib_ir_direction_rules,new_source_research_probe_rules,watch,positive,1,6,6,1.0,0.0673885699100092,0.0673885699100093,8.273497661434183,0.1344917375744332,0.9931303985495006,0.0068696014504994,88187.0,88797.0,18.0,pass,partial_pass,pass,0.0669009801067841,0.0673885699100092,0.0669009801067842,0.0673885699100093,6.881053616637935,8.273497661434183,0.1007667212940166,0.1344917375744332,,MIT,qlib_expression_adapter_pending,False,False,3,3,1.0,,,,,,,,,,,,,,,,,,,False,False,False,metric_only_probe
multi_source_judgement_v1,alpha360_CLOSE31,alpha360,qlib_alpha360,alpha360_close_window,strict_screening_input,promoted,required_pass_allowed_partials_only,monitor,new_source_alpha_probe,True,False,strong_signal_probe,passes_strong_ic_qlib_ir_direction_rules,new_source_research_probe_rules,watch,positive,1,6,6,1.0,0.0697297418835686,0.0697297418835686,8.683484653415533,0.1401377670278134,0.9931979683998332,0.0068020316001666,88193.0,88797.0,18.0,pass,partial_pass,pass,0.0664746602505299,0.0697297418835686,0.06647466025053,0.0697297418835686,6.845739930124457,8.683484653415533,0.1028876718303533,0.1401377670278134,,MIT,qlib_expression_adapter_pending,False,False,3,3,1.0,,,,,,,,,,,,,,,,,,,False,False,False,metric_only_probe
multi_source_judgement_v1,alpha360_CLOSE32,alpha360,qlib_alpha360,alpha360_close_window,strict_screening_input,promoted,required_pass_allowed_partials_only,monitor,new_source_alpha_probe,True,False,strong_signal_probe,passes_strong_ic_qlib_ir_direction_rules,new_source_research_probe_rules,watch,positive,1,6,6,1.0,0.0723199415997922,0.0723199415997922,8.944086380115136,0.1494262264708901,0.9932317533249996,0.0067682466750003,88196.0,88797.0,18.0,pass,partial_pass,pass,0.068046651728765,0.0723199415997922,0.068046651728765,0.0723199415997922,6.969589007137617,8.944086380115136,0.1085433526704942,0.1494262264708901,,MIT,qlib_expression_adapter_pending,False,False,3,3,1.0,,,,,,,,,,,,,,,,,,,False,False,False,metric_only_probe
multi_source_judgement_v1,alpha360_CLOSE33,alpha360,qlib_alpha360,alpha360_close_window,strict_screening_input,promoted,required_pass_allowed_partials_only,monitor,new_source_alpha_probe,True,False,strong_signal_probe,passes_strong_ic_qlib_ir_direction_rules,new_source_research_probe_rules,watch,positive,1,6,6,1.0,0.074095935245554,0.074095935245554,8.910496251587027,0.1580750122856102,0.9932767998918882,0.0067232001081117,88200.0,88797.0,18.0,pass,partial_pass,pass,0.0685432425809443,0.074095935245554,0.0685432425809443,0.074095935245554,6.985793168524995,8.910496251587027,0.1127615413718778,0.1580750122856102,,MIT,qlib_expression_adapter_pending,False,False,3,3,1.0,,,,,,,,,,,,,,,,,,,False,False,False,metric_only_probe
multi_source_judgement_v1,alpha360_CLOSE34,alpha360,qlib_alpha360,alpha360_close_window,strict_screening_input,promoted,required_pass_allowed_partials_only,monitor,new_source_alpha_probe,True,False,strong_signal_probe,passes_strong_ic_qlib_ir_direction_rules,new_source_research_probe_rules,watch,positive,1,6,6,1.0,0.0747246619635578,0.0747246619635578,8.61138396854965,0.1621514091622968,0.9932767998918882,0.0067232001081117,88200.0,88797.0,18.0,pass,partial_pass,pass,0.0671881143426308,0.0747246619635578,0.0671881143426308,0.0747246619635578,6.782730261007796,8.61138396854965,0.1121608907473357,0.1621514091622968,,MIT,qlib_expression_adapter_pending,False,False,3,3,1.0,,,,,,,,,,,,,,,,,,,False,False,False,metric_only_probe
multi_source_judgement_v1,alpha360_CLOSE35,alpha360,qlib_alpha360,alpha360_close_window,strict_screening_input,promoted,required_pass_allowed_partials_only,monitor,new_source_alpha_probe,True,False,strong_signal_probe,passes_strong_ic_qlib_ir_direction_rules,new_source_research_probe_rules,watch,positive,1,6,6,1.0,0.0749878101306039,0.0749878101306039,8.38874210439081,0.1630178456673141,0.9932880615336104,0.0067119384663896,88201.0,88797.0,18.0,pass,partial_pass,pass,0.0659452018192028,0.0749878101306039,0.0659452018192028,0.0749878101306039,6.5850872438166,8.38874210439081,0.1133643801139421,0.1630178456673141,,MIT,qlib_expression_adapter_pending,False,False,3,3,1.0,,,,,,,,,,,,,,,,,,,False,False,False,metric_only_probe
