outer_split_id,policy_id,factor,feature_order,source_family,stability_role,correctness_pass,data_qualified,cluster_id,is_representative,representative_score,inclusion_reason,decision_authority,selection_authorized,strategy_v2_authorized
split_001,all_existing_stable_core,alpha360_LOW1,25,alpha360,stable_core,True,True,cluster_022,True,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_VOLUME13,26,alpha360,stable_core,True,True,cluster_026,True,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,amount_cv_20,27,project_basic,stable_core,True,True,cluster_018,True,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,amount_std_20,28,project_basic,stable_core,True,True,cluster_001,True,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,corr_ret_amount_20,29,project_basic,stable_core,True,True,cluster_039,True,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,kunquant_alpha101_alpha003,30,alpha101,stable_core,True,True,cluster_017,True,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,kunquant_alpha101_alpha011,31,alpha101,stable_core,True,True,cluster_002,True,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,kunquant_alpha101_alpha012,32,alpha101,stable_core,True,True,cluster_008,True,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,kunquant_alpha101_alpha013,33,alpha101,stable_core,True,True,cluster_012,True,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,kunquant_alpha101_alpha020,34,alpha101,stable_core,True,True,cluster_045,True,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,kunquant_alpha101_alpha029,35,alpha101,stable_core,True,True,cluster_043,True,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,kunquant_alpha101_alpha034,36,alpha101,stable_core,True,True,cluster_023,True,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,kunquant_alpha101_alpha050,37,alpha101,stable_core,True,True,cluster_013,True,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,kunquant_alpha101_alpha055,38,alpha101,stable_core,True,True,cluster_014,True,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,kunquant_alpha101_alpha062,39,alpha101,stable_core,True,True,cluster_042,True,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,kunquant_alpha101_alpha094,40,alpha101,stable_core,True,True,cluster_031,True,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,ta_trend_mass_index,41,ta,stable_core,True,True,cluster_029,True,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,ta_volatility_bbhi,42,ta,stable_core,True,True,cluster_024,True,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,ta_volume_cmf,43,ta,stable_core,True,True,cluster_035,True,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,ta_volume_sma_em,44,ta,stable_core,True,True,cluster_034,True,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,kunquant_alpha101_alpha004,45,alpha101,stable_core,True,True,cluster_019,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,kunquant_alpha101_alpha015,46,alpha101,stable_core,True,True,cluster_012,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,kunquant_alpha101_alpha016,47,alpha101,stable_core,True,True,cluster_012,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,kunquant_alpha101_alpha033,48,alpha101,stable_core,True,True,cluster_021,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,kunquant_alpha101_alpha035,49,alpha101,stable_core,True,True,cluster_019,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,kunquant_alpha101_alpha040,50,alpha101,stable_core,True,True,cluster_015,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,kunquant_alpha101_alpha044,51,alpha101,stable_core,True,True,cluster_011,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,kunquant_alpha101_alpha045,52,alpha101,stable_core,True,True,cluster_008,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,kunquant_alpha101_alpha083,53,alpha101,stable_core,True,True,cluster_001,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,kunquant_alpha101_alpha084,54,alpha101,stable_core,True,True,cluster_019,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,kunquant_alpha101_alpha088,55,alpha101,stable_core,True,True,cluster_003,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,kunquant_alpha101_alpha101,56,alpha101,stable_core,True,True,cluster_021,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_BETA20,57,alpha158,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_BETA30,58,alpha158,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_BETA60,59,alpha158,stable_core,True,True,cluster_036,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_CNTP20,60,alpha158,stable_core,True,True,cluster_037,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_CNTP30,61,alpha158,stable_core,True,True,cluster_037,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_CORD30,62,alpha158,stable_core,True,True,cluster_040,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_IMAX20,63,alpha158,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_IMAX30,64,alpha158,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_IMAX60,65,alpha158,stable_core,True,True,cluster_036,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_IMIN30,66,alpha158,stable_core,True,True,cluster_032,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_IMXD20,67,alpha158,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_IMXD60,68,alpha158,stable_core,True,True,cluster_036,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_MA10,69,alpha158,stable_core,True,True,cluster_019,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_MA20,70,alpha158,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_MA30,71,alpha158,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_MA60,72,alpha158,stable_core,True,True,cluster_036,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_MIN20,73,alpha158,stable_core,True,True,cluster_030,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_MIN30,74,alpha158,stable_core,True,True,cluster_030,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_MIN5,75,alpha158,stable_core,True,True,cluster_030,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_MIN60,76,alpha158,stable_core,True,True,cluster_030,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_OPEN0,77,alpha158,stable_core,True,True,cluster_021,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_QTLD10,78,alpha158,stable_core,True,True,cluster_019,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_QTLD20,79,alpha158,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_QTLD30,80,alpha158,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_QTLD5,81,alpha158,stable_core,True,True,cluster_019,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_QTLU30,82,alpha158,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_QTLU60,83,alpha158,stable_core,True,True,cluster_036,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_RANK20,84,alpha158,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_RANK30,85,alpha158,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_RANK60,86,alpha158,stable_core,True,True,cluster_036,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_ROC10,87,alpha158,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_ROC20,88,alpha158,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_ROC5,89,alpha158,stable_core,True,True,cluster_019,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_ROC60,90,alpha158,stable_core,True,True,cluster_036,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_RSV20,91,alpha158,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_RSV30,92,alpha158,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_RSV60,93,alpha158,stable_core,True,True,cluster_036,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_STD10,94,alpha158,stable_core,True,True,cluster_003,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_STD20,95,alpha158,stable_core,True,True,cluster_003,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_STD5,96,alpha158,stable_core,True,True,cluster_003,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_SUMD20,97,alpha158,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_SUMD30,98,alpha158,stable_core,True,True,cluster_033,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_SUMD60,99,alpha158,stable_core,True,True,cluster_036,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_SUMN20,100,alpha158,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_SUMN30,101,alpha158,stable_core,True,True,cluster_033,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_SUMN60,102,alpha158,stable_core,True,True,cluster_036,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_SUMP20,103,alpha158,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_SUMP30,104,alpha158,stable_core,True,True,cluster_033,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_SUMP60,105,alpha158,stable_core,True,True,cluster_036,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_VSTD60,106,alpha158,stable_core,True,True,cluster_028,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_VSUMD20,107,alpha158,stable_core,True,True,cluster_025,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_VSUMD30,108,alpha158,stable_core,True,True,cluster_028,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_VSUMN20,109,alpha158,stable_core,True,True,cluster_025,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_VSUMN30,110,alpha158,stable_core,True,True,cluster_028,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_VSUMN60,111,alpha158,stable_core,True,True,cluster_027,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_VSUMP20,112,alpha158,stable_core,True,True,cluster_025,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_VSUMP30,113,alpha158,stable_core,True,True,cluster_028,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha158_VSUMP60,114,alpha158,stable_core,True,True,cluster_027,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE11,115,alpha360,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE12,116,alpha360,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE13,117,alpha360,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE14,118,alpha360,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE15,119,alpha360,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE16,120,alpha360,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE17,121,alpha360,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE18,122,alpha360,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE19,123,alpha360,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE2,124,alpha360,stable_core,True,True,cluster_022,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE21,125,alpha360,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE22,126,alpha360,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE23,127,alpha360,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE24,128,alpha360,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE25,129,alpha360,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE26,130,alpha360,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE27,131,alpha360,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE28,132,alpha360,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE29,133,alpha360,stable_core,True,True,cluster_033,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE3,134,alpha360,stable_core,True,True,cluster_019,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE35,135,alpha360,stable_core,True,True,cluster_036,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE36,136,alpha360,stable_core,True,True,cluster_036,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE37,137,alpha360,stable_core,True,True,cluster_036,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE38,138,alpha360,stable_core,True,True,cluster_036,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE39,139,alpha360,stable_core,True,True,cluster_036,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE4,140,alpha360,stable_core,True,True,cluster_019,False,1.0,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE40,141,alpha360,stable_core,True,True,cluster_036,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE41,142,alpha360,stable_core,True,True,cluster_036,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE42,143,alpha360,stable_core,True,True,cluster_036,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE43,144,alpha360,stable_core,True,True,cluster_036,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE44,145,alpha360,stable_core,True,True,cluster_036,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE45,146,alpha360,stable_core,True,True,cluster_036,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE46,147,alpha360,stable_core,True,True,cluster_036,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE47,148,alpha360,stable_core,True,True,cluster_036,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE48,149,alpha360,stable_core,True,True,cluster_036,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE49,150,alpha360,stable_core,True,True,cluster_036,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE50,151,alpha360,stable_core,True,True,cluster_036,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE51,152,alpha360,stable_core,True,True,cluster_036,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE52,153,alpha360,stable_core,True,True,cluster_036,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE53,154,alpha360,stable_core,True,True,cluster_036,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE54,155,alpha360,stable_core,True,True,cluster_036,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE55,156,alpha360,stable_core,True,True,cluster_036,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
split_001,all_existing_stable_core,alpha360_CLOSE56,157,alpha360,stable_core,True,True,cluster_036,False,0.8666666666666666,existing_stable_core_and_frozen_data_qualified,diagnostic_only,False,False
