child_artifact_id,child_stage_id,parent_artifact_id,parent_stage_id,authority_fields,status
bugfix_research_freeze_v1:381253a7c9c2fedd913becee9786e128af8efa6c36a4b4464a63d5fada6e9737,bugfix_research_freeze_v1,split_transparent_score_v2:82be8a32b7a84c401dcd27c630e93838a018949300c29f9fd405b70e1ec328c3,split_transparent_score_v2,universe_artifact_id|split_manifest_id|factor_catalog_id|factor_frame_id,pass
execution_accuracy_correction_v1:74975242ff112dcb850de4946b0c5ab149e230bb4c4a12791fc6459177e51fb2,execution_accuracy_correction_v1,bugfix_research_freeze_v1:381253a7c9c2fedd913becee9786e128af8efa6c36a4b4464a63d5fada6e9737,bugfix_research_freeze_v1,universe_artifact_id|split_manifest_id|factor_catalog_id|factor_frame_id,pass
execution_accuracy_correction_v1:74975242ff112dcb850de4946b0c5ab149e230bb4c4a12791fc6459177e51fb2,execution_accuracy_correction_v1,market_cache_v2:43a4f4f175f07f8cd9a80d40e73a8f566ed98deb249fa083eccd7c3e87759e89,market_cache_v2,universe_artifact_id|split_manifest_id|factor_catalog_id|factor_frame_id,pass
execution_accuracy_correction_v1:74975242ff112dcb850de4946b0c5ab149e230bb4c4a12791fc6459177e51fb2,execution_accuracy_correction_v1,split_transparent_score_v2:82be8a32b7a84c401dcd27c630e93838a018949300c29f9fd405b70e1ec328c3,split_transparent_score_v2,universe_artifact_id|split_manifest_id|factor_catalog_id|factor_frame_id,pass
full_research_feature_matrix_v4:10f6e026d5c6c13eda166f702fb2bae2e7ca76c6747bd9e9482ee482e605df1d,full_research_feature_matrix_v4,factor_dependency_v1:a2bdf16d178f6e166e58ef26accbe23b7276a79fadf3baead4cadd5c1bb63492,factor_dependency_v1,universe_artifact_id,pass
full_research_feature_matrix_v4:10f6e026d5c6c13eda166f702fb2bae2e7ca76c6747bd9e9482ee482e605df1d,full_research_feature_matrix_v4,full_research_factor_catalog_669_v1:4916ff89ed2853a2f69d05ede489d9ad44036c3424ddd384801061968b7efc44,full_research_factor_catalog_669_v1,factor_catalog_id,pass
full_research_feature_matrix_v4:10f6e026d5c6c13eda166f702fb2bae2e7ca76c6747bd9e9482ee482e605df1d,full_research_feature_matrix_v4,full_research_feature_matrix_v1:c7a37c0c6031ac99b3260ab6141e4a2353eb115b1653d8fb23a5e0cc0924b0bf,full_research_feature_matrix_v1,,pass
full_research_feature_matrix_v4:10f6e026d5c6c13eda166f702fb2bae2e7ca76c6747bd9e9482ee482e605df1d,full_research_feature_matrix_v4,full_research_feature_matrix_v4_canary:0afddf7b4bdebeb183b2e8a178ddb072b7771b37cb6ebf5fa14d861505db1b8e,full_research_feature_matrix_v4_canary,,pass
full_research_feature_matrix_v4:10f6e026d5c6c13eda166f702fb2bae2e7ca76c6747bd9e9482ee482e605df1d,full_research_feature_matrix_v4,matrix_v4_bulk_run_review:27e000fa12df5f02f0ce339eaaf3a23cc2418924d8b742c947eb8a904640862f,matrix_v4_bulk_run_review,,pass
full_research_feature_matrix_v4:10f6e026d5c6c13eda166f702fb2bae2e7ca76c6747bd9e9482ee482e605df1d,full_research_feature_matrix_v4,point_in_time_universe_v2:325e39d7dd68afe0828154840b813287d0bf991487a42ed51a7d6476e85d7838,point_in_time_universe_v2,universe_artifact_id,pass
full_research_feature_matrix_v4:10f6e026d5c6c13eda166f702fb2bae2e7ca76c6747bd9e9482ee482e605df1d,full_research_feature_matrix_v4,raw_market_data_snapshot_v1:e2f213da365ea6ba4d8375c830ff32e45f78fc847b814a11aaeb9e26b49d8cd9,raw_market_data_snapshot_v1,,pass
research_selection_lineage_closure_v1:abe0d942b28dfbd6ca679a8a2aee0ee83890309922b5184f5efa28d1fb842e6b,research_selection_lineage_closure_v1,date_split_semantics_v1:163bf974b6238e0387689e795be56263c7c7bc7e3c9cad3bea66fc793e4072b8,date_split_semantics_v1,split_manifest_id,pass
research_selection_lineage_closure_v1:abe0d942b28dfbd6ca679a8a2aee0ee83890309922b5184f5efa28d1fb842e6b,research_selection_lineage_closure_v1,full_research_feature_matrix_v4:10f6e026d5c6c13eda166f702fb2bae2e7ca76c6747bd9e9482ee482e605df1d,full_research_feature_matrix_v4,universe_artifact_id|factor_catalog_id|factor_frame_id,pass
research_selection_lineage_closure_v1:abe0d942b28dfbd6ca679a8a2aee0ee83890309922b5184f5efa28d1fb842e6b,research_selection_lineage_closure_v1,point_in_time_universe_v2:325e39d7dd68afe0828154840b813287d0bf991487a42ed51a7d6476e85d7838,point_in_time_universe_v2,universe_artifact_id,pass
split_transparent_score_v2:a215b60bd0ff82b93de6fb59c1f88e8c51066740de9311af9b6ef8ce658df91a,split_transparent_score_v2,full_research_feature_matrix_v4:10f6e026d5c6c13eda166f702fb2bae2e7ca76c6747bd9e9482ee482e605df1d,full_research_feature_matrix_v4,universe_artifact_id|factor_catalog_id|factor_frame_id,pass
split_transparent_score_v2:a215b60bd0ff82b93de6fb59c1f88e8c51066740de9311af9b6ef8ce658df91a,split_transparent_score_v2,research_selection_lineage_closure_v1:abe0d942b28dfbd6ca679a8a2aee0ee83890309922b5184f5efa28d1fb842e6b,research_selection_lineage_closure_v1,universe_artifact_id|split_manifest_id|factor_catalog_id|factor_frame_id,pass
raw_market_data_snapshot_v1:e2f213da365ea6ba4d8375c830ff32e45f78fc847b814a11aaeb9e26b49d8cd9,raw_market_data_snapshot_v1,full_research_factor_catalog_669_v1:4916ff89ed2853a2f69d05ede489d9ad44036c3424ddd384801061968b7efc44,full_research_factor_catalog_669_v1,factor_catalog_id,pass
raw_market_data_snapshot_v1:e2f213da365ea6ba4d8375c830ff32e45f78fc847b814a11aaeb9e26b49d8cd9,raw_market_data_snapshot_v1,point_in_time_universe_v1:fd474dd597b3a967d9af3d8ae4dd47e086da0d30e8387e2ac2df622aa481d07f,point_in_time_universe_v1,universe_artifact_id,pass
factor_dependency_v1:a2bdf16d178f6e166e58ef26accbe23b7276a79fadf3baead4cadd5c1bb63492,factor_dependency_v1,full_research_factor_catalog_669_v1:4916ff89ed2853a2f69d05ede489d9ad44036c3424ddd384801061968b7efc44,full_research_factor_catalog_669_v1,,pass
factor_dependency_v1:a2bdf16d178f6e166e58ef26accbe23b7276a79fadf3baead4cadd5c1bb63492,factor_dependency_v1,point_in_time_universe_v2:325e39d7dd68afe0828154840b813287d0bf991487a42ed51a7d6476e85d7838,point_in_time_universe_v2,universe_artifact_id,pass
full_research_feature_matrix_v1:c7a37c0c6031ac99b3260ab6141e4a2353eb115b1653d8fb23a5e0cc0924b0bf,full_research_feature_matrix_v1,bulk_run_review_v1:4d23903763a7a1427fe57ccdcc734f3e2d148961508944b4b134f59a264fd552,bulk_run_review_v1,,pass
full_research_feature_matrix_v1:c7a37c0c6031ac99b3260ab6141e4a2353eb115b1653d8fb23a5e0cc0924b0bf,full_research_feature_matrix_v1,factor_source_provenance_v1:0d8c86c57c71b791866aa8e33f29ab49406f585d94cb166c2d65a51a8a908b96,factor_source_provenance_v1,factor_catalog_id,pass
full_research_feature_matrix_v1:c7a37c0c6031ac99b3260ab6141e4a2353eb115b1653d8fb23a5e0cc0924b0bf,full_research_feature_matrix_v1,full_research_factor_catalog_669_v1:4916ff89ed2853a2f69d05ede489d9ad44036c3424ddd384801061968b7efc44,full_research_factor_catalog_669_v1,factor_catalog_id,pass
full_research_feature_matrix_v1:c7a37c0c6031ac99b3260ab6141e4a2353eb115b1653d8fb23a5e0cc0924b0bf,full_research_feature_matrix_v1,point_in_time_universe_v1:fd474dd597b3a967d9af3d8ae4dd47e086da0d30e8387e2ac2df622aa481d07f,point_in_time_universe_v1,universe_artifact_id,pass
full_research_feature_matrix_v1:c7a37c0c6031ac99b3260ab6141e4a2353eb115b1653d8fb23a5e0cc0924b0bf,full_research_feature_matrix_v1,raw_market_data_snapshot_v1:e2f213da365ea6ba4d8375c830ff32e45f78fc847b814a11aaeb9e26b49d8cd9,raw_market_data_snapshot_v1,,pass
full_research_feature_matrix_v4_canary:0afddf7b4bdebeb183b2e8a178ddb072b7771b37cb6ebf5fa14d861505db1b8e,full_research_feature_matrix_v4_canary,factor_dependency_v1:a2bdf16d178f6e166e58ef26accbe23b7276a79fadf3baead4cadd5c1bb63492,factor_dependency_v1,factor_catalog_id,pass
full_research_feature_matrix_v4_canary:0afddf7b4bdebeb183b2e8a178ddb072b7771b37cb6ebf5fa14d861505db1b8e,full_research_feature_matrix_v4_canary,full_research_factor_catalog_669_v1:4916ff89ed2853a2f69d05ede489d9ad44036c3424ddd384801061968b7efc44,full_research_factor_catalog_669_v1,,pass
full_research_feature_matrix_v4_canary:0afddf7b4bdebeb183b2e8a178ddb072b7771b37cb6ebf5fa14d861505db1b8e,full_research_feature_matrix_v4_canary,point_in_time_universe_v2:325e39d7dd68afe0828154840b813287d0bf991487a42ed51a7d6476e85d7838,point_in_time_universe_v2,,pass
matrix_v4_bulk_run_review:27e000fa12df5f02f0ce339eaaf3a23cc2418924d8b742c947eb8a904640862f,matrix_v4_bulk_run_review,factor_dependency_v1:a2bdf16d178f6e166e58ef26accbe23b7276a79fadf3baead4cadd5c1bb63492,factor_dependency_v1,universe_artifact_id,pass
matrix_v4_bulk_run_review:27e000fa12df5f02f0ce339eaaf3a23cc2418924d8b742c947eb8a904640862f,matrix_v4_bulk_run_review,full_research_factor_catalog_669_v1:4916ff89ed2853a2f69d05ede489d9ad44036c3424ddd384801061968b7efc44,full_research_factor_catalog_669_v1,factor_catalog_id,pass
matrix_v4_bulk_run_review:27e000fa12df5f02f0ce339eaaf3a23cc2418924d8b742c947eb8a904640862f,matrix_v4_bulk_run_review,full_research_feature_matrix_v1:c7a37c0c6031ac99b3260ab6141e4a2353eb115b1653d8fb23a5e0cc0924b0bf,full_research_feature_matrix_v1,factor_catalog_id|factor_frame_id,pass
matrix_v4_bulk_run_review:27e000fa12df5f02f0ce339eaaf3a23cc2418924d8b742c947eb8a904640862f,matrix_v4_bulk_run_review,full_research_feature_matrix_v4_canary:0afddf7b4bdebeb183b2e8a178ddb072b7771b37cb6ebf5fa14d861505db1b8e,full_research_feature_matrix_v4_canary,,pass
matrix_v4_bulk_run_review:27e000fa12df5f02f0ce339eaaf3a23cc2418924d8b742c947eb8a904640862f,matrix_v4_bulk_run_review,point_in_time_universe_v2:325e39d7dd68afe0828154840b813287d0bf991487a42ed51a7d6476e85d7838,point_in_time_universe_v2,universe_artifact_id,pass
matrix_v4_bulk_run_review:27e000fa12df5f02f0ce339eaaf3a23cc2418924d8b742c947eb8a904640862f,matrix_v4_bulk_run_review,raw_market_data_snapshot_v1:e2f213da365ea6ba4d8375c830ff32e45f78fc847b814a11aaeb9e26b49d8cd9,raw_market_data_snapshot_v1,,pass
date_split_semantics_v1:163bf974b6238e0387689e795be56263c7c7bc7e3c9cad3bea66fc793e4072b8,date_split_semantics_v1,purged_walk_forward_v1:78568e0fe2387fce3d1defda1e777e6ae58746fb8c9aba0ebf36f55129bdc718,purged_walk_forward_v1,split_manifest_id,pass
bulk_run_review_v1:4d23903763a7a1427fe57ccdcc734f3e2d148961508944b4b134f59a264fd552,bulk_run_review_v1,factor_source_provenance_v1:0d8c86c57c71b791866aa8e33f29ab49406f585d94cb166c2d65a51a8a908b96,factor_source_provenance_v1,factor_catalog_id,pass
bulk_run_review_v1:4d23903763a7a1427fe57ccdcc734f3e2d148961508944b4b134f59a264fd552,bulk_run_review_v1,full_research_factor_catalog_669_v1:4916ff89ed2853a2f69d05ede489d9ad44036c3424ddd384801061968b7efc44,full_research_factor_catalog_669_v1,factor_catalog_id,pass
bulk_run_review_v1:4d23903763a7a1427fe57ccdcc734f3e2d148961508944b4b134f59a264fd552,bulk_run_review_v1,full_research_feature_matrix_v1:c4265bce3b93269aac2671b86891b1d5354b7f3b654017d840c5e7f41d217959,full_research_feature_matrix_v1,universe_artifact_id|factor_catalog_id|factor_frame_id,pass
bulk_run_review_v1:4d23903763a7a1427fe57ccdcc734f3e2d148961508944b4b134f59a264fd552,bulk_run_review_v1,point_in_time_universe_v1:fd474dd597b3a967d9af3d8ae4dd47e086da0d30e8387e2ac2df622aa481d07f,point_in_time_universe_v1,universe_artifact_id,pass
bulk_run_review_v1:4d23903763a7a1427fe57ccdcc734f3e2d148961508944b4b134f59a264fd552,bulk_run_review_v1,raw_market_data_snapshot_v1:e2f213da365ea6ba4d8375c830ff32e45f78fc847b814a11aaeb9e26b49d8cd9,raw_market_data_snapshot_v1,,pass
factor_source_provenance_v1:0d8c86c57c71b791866aa8e33f29ab49406f585d94cb166c2d65a51a8a908b96,factor_source_provenance_v1,full_research_factor_catalog_669_v1:4916ff89ed2853a2f69d05ede489d9ad44036c3424ddd384801061968b7efc44,full_research_factor_catalog_669_v1,factor_catalog_id,pass
purged_walk_forward_v1:78568e0fe2387fce3d1defda1e777e6ae58746fb8c9aba0ebf36f55129bdc718,purged_walk_forward_v1,full_research_feature_matrix_v1:c7a37c0c6031ac99b3260ab6141e4a2353eb115b1653d8fb23a5e0cc0924b0bf,full_research_feature_matrix_v1,universe_artifact_id|factor_catalog_id|factor_frame_id,pass
purged_walk_forward_v1:78568e0fe2387fce3d1defda1e777e6ae58746fb8c9aba0ebf36f55129bdc718,purged_walk_forward_v1,full_research_labels_v1:dbf1bcdddbc980c29b7e2fc1483258f75498990c7235c42338acfd032481a9b8,full_research_labels_v1,universe_artifact_id|factor_catalog_id|factor_frame_id,pass
purged_walk_forward_v1:78568e0fe2387fce3d1defda1e777e6ae58746fb8c9aba0ebf36f55129bdc718,purged_walk_forward_v1,point_in_time_universe_v1:fd474dd597b3a967d9af3d8ae4dd47e086da0d30e8387e2ac2df622aa481d07f,point_in_time_universe_v1,universe_artifact_id,pass
full_research_feature_matrix_v1:c4265bce3b93269aac2671b86891b1d5354b7f3b654017d840c5e7f41d217959,full_research_feature_matrix_v1,factor_source_provenance_v1:0d8c86c57c71b791866aa8e33f29ab49406f585d94cb166c2d65a51a8a908b96,factor_source_provenance_v1,factor_catalog_id,pass
full_research_feature_matrix_v1:c4265bce3b93269aac2671b86891b1d5354b7f3b654017d840c5e7f41d217959,full_research_feature_matrix_v1,full_research_factor_catalog_669_v1:4916ff89ed2853a2f69d05ede489d9ad44036c3424ddd384801061968b7efc44,full_research_factor_catalog_669_v1,factor_catalog_id,pass
full_research_feature_matrix_v1:c4265bce3b93269aac2671b86891b1d5354b7f3b654017d840c5e7f41d217959,full_research_feature_matrix_v1,point_in_time_universe_v1:fd474dd597b3a967d9af3d8ae4dd47e086da0d30e8387e2ac2df622aa481d07f,point_in_time_universe_v1,universe_artifact_id,pass
full_research_feature_matrix_v1:c4265bce3b93269aac2671b86891b1d5354b7f3b654017d840c5e7f41d217959,full_research_feature_matrix_v1,raw_market_data_snapshot_v1:e2f213da365ea6ba4d8375c830ff32e45f78fc847b814a11aaeb9e26b49d8cd9,raw_market_data_snapshot_v1,,pass
full_research_labels_v1:dbf1bcdddbc980c29b7e2fc1483258f75498990c7235c42338acfd032481a9b8,full_research_labels_v1,full_research_feature_matrix_v1:c7a37c0c6031ac99b3260ab6141e4a2353eb115b1653d8fb23a5e0cc0924b0bf,full_research_feature_matrix_v1,universe_artifact_id|factor_catalog_id|factor_frame_id,pass
full_research_labels_v1:dbf1bcdddbc980c29b7e2fc1483258f75498990c7235c42338acfd032481a9b8,full_research_labels_v1,point_in_time_universe_v1:fd474dd597b3a967d9af3d8ae4dd47e086da0d30e8387e2ac2df622aa481d07f,point_in_time_universe_v1,universe_artifact_id,pass
full_research_labels_v1:dbf1bcdddbc980c29b7e2fc1483258f75498990c7235c42338acfd032481a9b8,full_research_labels_v1,raw_market_data_snapshot_v1:e2f213da365ea6ba4d8375c830ff32e45f78fc847b814a11aaeb9e26b49d8cd9,raw_market_data_snapshot_v1,,pass
